,Unnamed: 0,user_id,session_no,session_question_no,learning_node_question_no,question_number_of_choice,is_new_session_id,is_new_topic,is_new_subtopic,is_new_learningnode,is_new_questionid,is_new_session_question_no,is_new_learning_node_question_no,row_id,is_new_session_id_n_new_topic,is_new_session_id_n_new_subtopic,is_new_session_id_n_new_learningnode,is_new_session_id_n_new_questionid,is_new_topic_n_new_subtopic,is_new_topic_n_new_learningnode,is_new_topic_n_new_questionid,is_new_subtopic_n_new_learningnode,is_new_subtopic_n_new_questionid,is_new_learning_node_n_questionid,question_type_Multi choice,question_type_Single choice,question_difficulty_easy,question_difficulty_hard,question_difficulty_hots,question_difficulty_medium,n_topic,n_subtopic,n_learningnode,n_questionid,prob_correct,n_prob_correct
1829,1829,2591265248,1.0,2,2,5,1,0,0,0,1,1,0,1829,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1830,1830,2593465571,1.0,2,2,4,1,0,0,0,0,1,0,1830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1831,1831,2595117405,21.0,6,2,5,1,1,1,1,1,1,1,1831,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1832,1832,2598768387,5.0,2,1,5,1,1,1,1,1,1,1,1832,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1833,1833,2599427560,5.0,2,2,4,1,0,0,0,1,1,0,1833,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1834,1834,2600129316,21.0,14,2,4,1,0,0,1,1,1,1,1834,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1835,1835,2601030177,11.0,4,2,4,1,1,0,1,1,1,1,1835,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1836,1836,2602212784,2.0,7,1,5,1,0,0,0,1,1,0,1836,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1837,1837,2602653144,3.0,15,1,5,1,1,1,1,1,1,1,1837,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1838,1838,2603502813,6.0,6,3,4,1,0,1,1,1,1,1,1838,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1839,1839,2606517404,3.0,4,2,5,1,0,0,0,0,1,0,1839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1840,1840,2608120090,3.0,8,2,4,1,0,1,1,1,1,1,1840,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1841,1841,2608221120,2.0,14,2,3,1,0,0,0,1,1,0,1841,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1842,1842,2608882427,12.0,3,1,5,1,0,1,1,1,1,1,1842,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1843,1843,2611481317,1.0,8,2,5,1,0,0,0,0,1,0,1843,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0.2,0.2
1844,1844,2611751556,3.0,9,1,3,1,0,0,1,1,1,1,1844,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1845,1845,2612702140,5.0,1,1,4,1,0,0,0,0,1,0,1845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1846,1846,2613467136,4.0,4,2,4,1,1,0,0,1,1,0,1846,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1847,1847,2616498942,3.0,9,3,4,1,0,0,1,1,1,1,1847,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1848,1848,2618448361,5.0,3,1,5,1,0,0,0,0,1,0,1848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1849,1849,2621862574,2.0,9,3,5,1,0,0,0,1,1,0,1849,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1850,1850,2622659204,9.0,1,1,4,1,1,0,1,1,1,1,1850,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1851,1851,2623282895,2.0,4,2,4,1,0,0,1,1,1,1,1851,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1852,1852,2625021943,7.0,1,1,4,1,0,0,0,0,1,1,1852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1853,1853,2625571932,1.0,6,3,4,1,0,0,0,1,1,0,1853,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1854,1854,2628908646,1.0,14,2,3,1,0,0,1,1,1,1,1854,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1855,1855,2629289718,2.0,9,1,3,1,0,0,1,1,1,1,1855,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1856,1856,2632431566,2.0,2,1,5,1,0,1,1,1,1,1,1856,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1857,1857,2633329509,11.0,12,2,3,1,0,0,1,1,1,1,1857,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1858,1858,2633875274,4.0,1,1,4,1,0,0,1,1,1,1,1858,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1859,1859,2634756760,2.0,1,1,4,1,0,0,0,0,1,0,1859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1860,1860,2634782663,10.0,4,2,4,1,0,0,1,1,1,1,1860,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1861,1861,2635254508,15.0,3,3,4,1,0,0,0,1,1,0,1861,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1862,1862,2636679679,3.0,1,1,5,1,0,0,0,0,1,0,1862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1863,1863,2637656845,6.0,1,1,4,1,0,0,1,1,1,1,1863,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1864,1864,2639408233,3.0,1,1,4,1,0,0,1,1,1,1,1864,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1865,1865,2640113492,1.0,2,2,4,1,0,1,1,1,1,1,1865,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0.25,0.25
1866,1866,2642072172,41.0,14,2,5,1,0,1,1,1,1,1,1866,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1867,1867,2644074250,3.0,2,2,4,1,0,0,1,1,1,1,1867,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1868,1868,2646538224,4.0,6,2,4,1,0,0,1,1,1,1,1868,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1869,1869,2647477002,10.0,6,2,4,1,1,0,1,1,1,1,1869,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1870,1870,2647764082,2.0,1,1,4,1,0,0,0,0,1,0,1870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1871,1871,2649412357,1.0,6,3,5,1,0,1,1,1,1,1,1871,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1872,1872,2652063165,2.0,3,1,4,1,0,0,1,1,1,1,1872,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1873,1873,2653012000,1.0,15,1,5,1,1,0,1,1,1,1,1873,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1874,1874,2653665754,6.0,4,1,5,1,0,0,1,1,1,1,1874,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1875,1875,2655678403,4.0,1,1,5,1,0,0,1,1,1,1,1875,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0.2,0.2
1876,1876,2655757431,1.0,3,1,5,1,0,0,0,1,1,0,1876,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1877,1877,2656899073,2.0,15,3,4,1,1,0,1,1,1,1,1877,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1878,1878,2657812130,5.0,14,2,5,1,0,0,0,1,1,0,1878,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1879,1879,2658218901,11.0,15,3,5,1,0,1,1,1,1,1,1879,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1880,1880,2658506216,4.0,6,3,5,1,0,1,1,1,1,1,1880,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1881,1881,2659640707,4.0,1,1,4,1,0,0,0,0,1,0,1881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1882,1882,2660185405,4.0,7,1,4,1,0,0,1,1,1,1,1882,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1883,1883,2663041378,14.0,4,2,4,1,0,0,0,0,1,0,1883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1884,1884,2665125819,1.0,2,2,4,1,0,0,0,1,1,0,1884,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1885,1885,2665998933,2.0,13,1,5,1,0,0,0,1,1,1,1885,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1886,1886,2666466723,1.0,3,3,5,1,1,1,1,1,1,1,1886,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1887,1887,2666504151,5.0,3,1,5,1,1,1,1,1,1,1,1887,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1888,1888,2668518024,1.0,5,1,5,1,0,0,0,0,1,0,1888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1889,1889,2671732382,5.0,14,2,5,1,0,0,1,1,1,1,1889,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1890,1890,2674470574,6.0,1,1,3,1,0,0,1,1,1,1,1890,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1891,1891,2676459815,5.0,14,2,3,1,0,0,1,1,1,1,1891,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1892,1892,2677446900,5.0,6,1,4,1,0,0,0,1,1,0,1892,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1893,1893,2680680340,1.0,2,2,4,1,0,0,0,1,1,0,1893,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1894,1894,2681026871,1.0,3,3,4,1,0,0,0,1,1,0,1894,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1895,1895,2681781227,14.0,6,2,4,1,0,1,1,1,1,1,1895,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1896,1896,2682080622,3.0,2,2,4,1,0,0,0,0,1,0,1896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1897,1897,2683194280,1.0,15,1,5,1,0,0,1,1,1,1,1897,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1898,1898,2684314328,1.0,14,2,5,1,1,1,1,1,1,1,1898,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1899,1899,2685386147,1311.0,14,2,3,1,0,0,0,1,1,0,1899,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1900,1900,2685597670,2.0,2,2,3,1,1,0,1,1,1,1,1900,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1901,1901,2686070363,8.0,12,2,4,1,1,1,1,1,1,1,1901,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1902,1902,2686758494,6.0,8,2,3,1,0,1,1,1,1,1,1902,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1903,1903,2687114449,1.0,3,3,4,1,0,0,0,0,1,0,1903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1904,1904,2688214366,5.0,8,2,4,1,0,0,1,1,1,1,1904,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1905,1905,2688369687,7.0,14,2,5,1,0,0,1,1,1,1,1905,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1906,1906,2689763952,1.0,3,3,4,1,0,0,0,0,1,0,1906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1907,1907,2691252731,23.0,12,2,4,1,0,0,1,1,1,1,1907,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1908,1908,2691833152,8.0,34,2,3,1,0,0,1,1,1,1,1908,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1909,1909,2693904738,4.0,2,2,5,1,0,1,1,1,1,1,1909,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1910,1910,2695626797,3.0,13,1,3,1,0,0,1,1,1,1,1910,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1911,1911,2699054035,1.0,6,1,5,1,0,0,1,1,1,1,1911,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1912,1912,2699345717,3.0,9,1,5,1,0,1,1,1,1,1,1912,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1913,1913,2700938535,4.0,10,1,3,1,0,0,0,1,1,0,1913,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1914,1914,2701684832,5.0,15,1,3,1,0,0,1,1,1,1,1914,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0.3333333333333333,0.3333333333333333
1915,1915,2702801810,2.0,11,1,5,1,0,0,1,1,1,1,1915,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1916,1916,2703587894,3.0,3,3,5,1,1,0,0,1,1,0,1916,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1917,1917,2705182949,3.0,6,2,4,1,0,0,0,1,1,0,1917,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1918,1918,2707295372,1.0,4,1,5,1,1,1,1,1,1,1,1918,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1919,1919,2707693724,2.0,2,2,4,1,1,0,0,1,1,0,1919,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1920,1920,2707755398,1.0,10,1,4,1,0,1,1,1,1,1,1920,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1921,1921,2709133419,23.0,2,2,4,1,0,1,1,1,1,1,1921,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1922,1922,2710073910,1.0,6,2,3,1,0,0,0,0,1,0,1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1923,1923,2711003625,1.0,3,3,4,1,1,0,1,1,1,1,1923,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1924,1924,2711395292,2.0,2,2,3,1,0,0,0,0,1,0,1924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1925,1925,2716005070,6.0,4,2,5,1,1,1,1,1,1,1,1925,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1926,1926,2717729968,1.0,3,3,4,1,0,0,1,1,1,1,1926,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1927,1927,2718236124,2.0,2,2,4,1,0,0,0,0,1,1,1927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1928,1928,2721822239,1.0,5,2,4,1,0,0,1,1,1,1,1928,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1929,1929,2722530133,3.0,6,2,5,1,0,0,1,1,1,1,1929,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1930,1930,2722999184,6.0,6,1,4,1,0,0,1,1,1,1,1930,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1931,1931,2723281041,1.0,2,1,5,1,0,0,1,1,1,1,1931,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1932,1932,2724493226,1.0,12,2,3,1,0,0,1,1,1,1,1932,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1933,1933,2726122400,2.0,1,1,4,1,0,0,0,0,1,0,1933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1934,1934,2726714781,1.0,5,1,5,1,0,0,1,1,1,1,1934,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1935,1935,2730838469,2.0,2,1,5,1,0,1,1,1,1,1,1935,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1936,1936,2731703509,1.0,4,1,5,1,0,0,0,1,1,1,1936,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1937,1937,2732035482,47.0,10,2,5,1,0,0,1,1,1,1,1937,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1938,1938,2735176368,3.0,8,2,4,1,0,0,0,1,1,0,1938,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1939,1939,2735785297,4.0,1,1,5,1,0,0,0,1,1,1,1939,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0.2,0.2
1940,1940,2736686553,1.0,8,2,4,1,0,0,1,1,1,1,1940,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1941,1941,2741270802,1.0,8,2,4,1,0,0,0,0,1,0,1941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1942,1942,2743058876,1.0,2,2,4,1,0,0,0,1,1,0,1942,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1943,1943,2743115240,80.0,3,1,4,1,0,0,1,1,1,1,1943,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1944,1944,2745266328,2.0,1,1,4,1,0,0,0,0,1,1,1944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1945,1945,2745408780,4.0,1,1,5,1,1,1,1,1,1,1,1945,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1946,1946,2746589156,1.0,8,2,4,1,0,0,1,1,1,1,1946,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1947,1947,2747839045,2.0,5,2,4,1,0,0,0,1,1,0,1947,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1948,1948,2748810276,4.0,1,1,4,1,0,0,0,1,1,0,1948,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1949,1949,2751107643,1.0,6,2,4,1,0,0,1,1,1,1,1949,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1950,1950,2753232342,1.0,8,2,4,1,0,0,1,1,1,1,1950,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1951,1951,2754232179,1.0,14,2,5,1,0,1,1,1,1,1,1951,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1952,1952,2758628727,2.0,1,1,4,1,0,1,1,1,1,1,1952,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1953,1953,2762385238,5.0,3,3,4,1,1,0,0,0,1,0,1953,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1954,1954,2763934138,2.0,1,1,4,1,0,0,1,1,1,1,1954,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1955,1955,2764171286,6.0,2,1,4,1,1,0,1,1,1,1,1955,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1956,1956,2765756337,2.0,14,2,5,1,1,1,1,1,1,1,1956,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1957,1957,2769240439,6.0,2,2,4,1,0,0,0,0,1,0,1957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1958,1958,2774078752,8.0,6,2,4,1,0,0,1,1,1,1,1958,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1959,1959,2774398970,2.0,8,2,4,1,0,0,0,0,1,0,1959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1960,1960,2775197523,1.0,14,2,4,1,0,0,0,0,1,0,1960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1961,1961,2775817733,6.0,15,1,4,1,0,0,0,0,1,0,1961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1962,1962,2776672973,2.0,8,2,4,1,0,0,0,0,1,0,1962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1963,1963,2777205168,3.0,1,1,4,1,0,0,1,1,1,1,1963,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1964,1964,2777321646,1.0,7,1,5,1,0,0,0,1,1,0,1964,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0.2,0.2
1965,1965,2777873056,1.0,4,1,4,1,0,0,1,1,1,1,1965,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1966,1966,2778530168,1.0,5,1,4,1,0,0,0,0,1,1,1966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1967,1967,2781905816,1.0,14,2,4,1,0,1,1,1,1,1,1967,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1968,1968,2783425896,2.0,1,1,4,1,0,1,0,1,1,1,1968,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1969,1969,2784580583,8.0,14,2,3,1,0,0,1,1,1,1,1969,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1970,1970,2789794869,1.0,2,2,4,1,0,0,0,0,1,0,1970,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1971,1971,2790511946,4.0,12,2,3,1,0,0,1,1,1,1,1971,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1972,1972,2791022072,1.0,14,2,3,1,0,0,0,1,1,0,1972,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1973,1973,2795362991,2.0,15,1,4,1,0,0,0,1,1,0,1973,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1974,1974,2797819153,2.0,3,1,4,1,0,0,1,1,1,1,1974,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1975,1975,2799871794,3.0,1,1,5,1,0,0,0,1,1,0,1975,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1976,1976,2800445543,1.0,14,2,5,1,0,1,1,1,1,1,1976,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1977,1977,2802635045,3.0,15,1,3,1,0,0,0,1,1,0,1977,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1978,1978,2803918002,2.0,6,2,3,1,0,0,0,1,1,0,1978,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.3333333333333333,0.3333333333333333
1979,1979,2805767321,10.0,6,1,4,1,0,0,0,0,1,0,1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1980,1980,2806111830,2.0,2,2,4,1,0,0,1,1,1,1,1980,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1981,1981,2806123617,5.0,14,2,4,1,0,0,0,0,1,0,1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.25,0.25
1982,1982,2806874093,2.0,5,1,5,1,0,0,0,1,1,0,1982,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0.2,0.2
1983,1983,2806929425,28.0,5,1,4,1,0,0,1,1,1,1,1983,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0.25,0.25
